Command,Label
Is it going to be clear next Tuesday?,Weather
Whats the temperature in Dallas at the moment?,Weather
Is there a weather advisory for next month?,Weather
Whats the current wind speed in Houston?,Weather
Will it be humid next Tuesday?,Weather
Whats the weather forecast for the next four days?,Weather
Is it going to be clear skies next Tuesday?,Weather
Is there a winter storm advisory?,Weather
Whats the current wind direction in New York?,Weather
Whats the current dew point in Seattle?,Weather
Is there a high wind advisory?,Weather
Whats the current wind gust speed in Boston?,Weather
Is there a flood warning for tomorrow?,Weather
Whats the current barometric pressure in Los Angeles?,Weather
Whats the temperature in New York at the moment?,Weather
Is there a high wind watch for next week?,Weather
Whats the weather forecast for the next seventeen days?,Weather
Is it going to be windy next Monday?,Weather
Whats the current barometric pressure in Miami?,Weather
Whats the weather forecast for the next eighteen days?,Weather
Will it be cold next Monday?,Weather
Is there a winter weather advisory?,Weather
Whats the current wind speed in Dallas?,Weather
Whats the current dew point in Vancouver?,Weather
Whats the weather forecast for the next eleven days?,Weather
Is it going to be cloudy next Friday?,Weather
Is there a severe thunderstorm warning?,Weather
Whats the current wind direction in Dallas?,Weather
Whats the weather forecast for the next nineteen days?,Weather
Will it rain tomorrow afternoon?,Weather
Whats the current barometric pressure in Houston?,Weather
Is there a frost advisory?,Weather
Whats the weather forecast for the next twenty days?,Weather
Whats the weather forecast for the next twenty-one days?,Weather
Is there a high wind warning for next month?,Weather
Whats the current wind direction in Boston?,Weather
Whats the weather forecast for the next twenty-two days?,Weather
Whats the current dew point in Houston?,Weather
Whats the weather forecast for the next twenty-three days?,Weather
Is there a tornado watch?,Weather
Whats the current wind gust speed in Dallas?,Weather
Whats the weather forecast for the next twenty-four days?,Weather
Whats the weather forecast for the next twenty-five days?,Weather
Is there a wind advisory for next week?,Weather
Whats the current wind speed in San Francisco?,Weather
Whats the weather forecast for the next twenty-six days?,Weather
Set the bedroom lights to 70% brightness,IoT
Change the kitchen light color to blue,IoT
Dim the bathroom lights to 30%,IoT
Turn on the left side lamp in the bedroom,IoT
Set the porch lights to red,IoT
Increase the brightness of the office lights to 80%,IoT
Turn off all the lights in the house,IoT
Set the patio lights to green,IoT
What are my updates,News
why is the sky blue,ScientificResearch
Change the living room lights to warm white,IoT
Dim the sunroom lights to 20%,IoT
Set the nursery lights to pink,IoT
Turn on the dresser lamp in the master bedroom,IoT
Increase the brightness of the study lights to 60%,IoT
Change the string lights in the backyard to yellow,IoT
Turn on the right side lamp in the living room,IoT
Dim the closet lights to 10%,IoT
Turn off the fireplace,IoT
Set the kitchen lights to orange,IoT
Turn on the dining room chandelier,IoT
Set the bedroom lights to 50% brightness,IoT
Change the color of the bathroom lights to purple,IoT
Increase the brightness of the living room lights to 90%,IoT
Set the patio lights to cyan,IoT
Change the kitchen lights to daylight,IoT
Dim the hallway lights to 15%,IoT
Set the nursery lights to light blue,IoT
Turn on the garage floodlights,IoT
Set the basement lights to 40% brightness,IoT
Turn off the bedroom nightstand lamp,IoT
Change the string lights in the living room to red,IoT
Turn on the fireplace,IoT
Set the office lights to lavender,IoT
Increase the brightness of the kitchen lights to 75%,IoT
Turn off the study lamp,IoT
Set the patio string lights to green,IoT
Change the sunroom lights to pink,IoT
Dim the dining room lights to 25%,IoT
Turn on the bathroom mirror lights,IoT
Turn off the nursery nightlight,IoT
Increase the brightness of the basement lights to 50%,IoT
Turn on the hallway sconces,IoT
Set the office lights to white,IoT
Change the patio lights to amber,IoT
Dim the porch lights to 35%,IoT
Turn off the garage workbench light,IoT
Set the entryway lights to magenta,IoT
Turn on the bathroom ceiling light,IoT
Set the bedroom lights to 65% brightness,IoT
Change the color of the kitchen lights to mint green,IoT
Turn off the sunroom ceiling fan light,IoT
Increase the brightness of the nursery lights to 85%,IoT
Turn on the closet lights,IoT
Set the living room string lights to blue,IoT
Turn off the basement stairway light,IoT
Change the bedroom lights to fuchsia,IoT
Dim the study lights to 20%,IoT
Turn on the fireplace lights,IoT
Set the bathroom lights to sky blue,IoT
Increase the brightness of the dining room lights to 90%,IoT
Turn off the entryway chandelier,IoT
Set the patio lights to violet,IoT
Turn on the bedroom lamps,IoT
Set the kitchen lights to 75% brightness,IoT
Change the hallway lights to peach,IoT
Dim the office lights to 10%,IoT
Turn off the porch string lights,IoT
Set the nursery lights to lime green,IoT
Turn on the sunroom chandelier,IoT
Set the basement lights to coral,IoT
Turn off the garage string lights,IoT
Change the bedroom lights to navy blue,IoT
Dim the living room lights to 50%,IoT
Turn on the bathroom nightlight,IoT
Set the office lights to dark green,IoT
Increase the brightness of the hallway lights to 80%,IoT
Turn off the study ceiling light,IoT
Set the porch lights to raspberry,IoT
Turn on the patio string lights,IoT
Set the kitchen lights to 60% brightness,IoT
Change the color of the sunroom lights to lavender,IoT
Dim the bedroom lamps to 30%,IoT
Turn off the dining room ceiling light,IoT
Set the nursery lights to periwinkle,IoT
Turn on the garage ceiling light,IoT
Set the living room lights to 85% brightness,IoT
Change the office lights to cream,IoT
Turn off the entryway sconces,IoT
Increase the brightness of the porch lights to 70%,IoT
Turn on the basement workbench light,IoT
Set the hallway lights to pale yellow,IoT
Turn off the bathroom mirror lights,IoT
Set the bedroom lights to salmon,IoT
Change the kitchen lights to honey,IoT
Dim the sunroom lights to 45%,IoT
Turn on the nursery nightlight,IoT
Set the living room lamps to teal,IoT
Turn off the patio chandelier,IoT
Increase the brightness of the dining room lights to 95%,IoT
Set the garage lights to ruby,IoT
Change the basement lights to turquoise,IoT
Dim the office lights to 35%,IoT
Turn off the hallway ceiling light,IoT
Set the porch lights to mint,IoT
Turn on the string lights in the backyard,IoT
Set the kitchen lights to 50% brightness,IoT
Change the bathroom lights to burgundy,IoT
Dim the bedroom lights to 40%,IoT
Turn off the sunroom string lights,IoT
Set the nursery lights to peach,IoT
Set the living room lights to lemon yellow,IoT
Change the office lights to ivory,IoT
Turn off the patio string lights,IoT
Increase the brightness of the hallway lights to 65%,IoT
Turn on the basement stairway light,IoT
Set the bathroom lights to navy,IoT
Turn off the fireplace lights,IoT
Set the bedroom lights to 90% brightness,IoT
Change the kitchen lights to gold,IoT
Dim the dining room lights to 60%,IoT
Set the sunroom lights to rose,IoT
Increase the brightness of the living room lights to 70%,IoT
Turn on the porch chandelier,IoT
Set the entryway lights to lavender,IoT
Change the office lights to coral,IoT
Dim the bedroom lamps to 20%,IoT
Set the kitchen lights to 80% brightness,IoT
Set the basement lights to emerald green,IoT
Change the living room lights to aquamarine,IoT
Dim the bathroom lights to 25%,IoT
Turn off the sunroom ceiling light,IoT
Set the nursery lights to cream,IoT
Turn on the garage string lights,IoT
Change the office lights to light pink,IoT
Increase the brightness of the kitchen lights to 65%,IoT
Turn on the dining room sconces,IoT
Set the living room lights to peach,IoT
Turn off the hallway nightlight,IoT
Set the sunroom lights to teal,IoT
Change the basement lights to mauve,IoT
Dim the office lights to 50%,IoT
Turn on the bathroom ceiling fan light,IoT
Set the nursery lights to white,IoT
Turn off the garage floodlights,IoT
Set the bedroom lights to 85% brightness,IoT
Change the color of the kitchen lights to amber,IoT
Dim the dining room chandelier to 40%,IoT
Turn on the porch string lights,IoT
Set the entryway lights to dark blue,IoT
Increase the brightness of the living room lamps to 90%,IoT
Turn off the basement ceiling light,IoT
Set the office lights to honey,IoT
Change the bathroom lights to coral,IoT
Dim the sunroom lights to 60%,IoT
Turn on the nursery chandelier,IoT
Set the garage lights to pink,IoT
Turn off the patio sconces,IoT
Set the bedroom lights to dark green,IoT
Change the living room lights to salmon,IoT
Dim the dining room lights to 30%,IoT
Turn off the bathroom nightlight,IoT
Set the sunroom lights to gold,IoT
Set the basement lights to sky blue,IoT
Change the office lights to fuchsia,IoT
Dim the bedroom lights to 50%,IoT
Set the kitchen lights to periwinkle,IoT
Increase the brightness of the hallway lights to 85%,IoT
Set the living room lights to turquoise,IoT
Change the bathroom lights to navy blue,IoT
Dim the office lights to 25%,IoT
Turn off the nursery ceiling light,IoT
Set the garage lights to amber,IoT
Set the entryway lights to mint green,IoT
Change the bedroom lights to lavender,IoT
Dim the dining room chandelier to 70%,IoT
Set the kitchen lights to white,IoT
Increase the brightness of the living room lights to 95%,IoT
Set the sunroom lights to emerald green,IoT
Change the basement lights to cream,IoT
Dim the office lights to 40%,IoT
Set the nursery lights to lemon yellow,IoT
Set the bedroom lights to gold,IoT
Change the living room lights to ruby,IoT
Dim the kitchen lights to 55%,IoT
Set the entryway lights to pale blue,IoT
Increase the brightness of the sunroom lights to 80%,IoT
Turn off the porch ceiling light,IoT
Set the basement lights to light pink,IoT
Change the office lights to dark green,IoT
Dim the bathroom lights to 45%,IoT
Set the living room lights to raspberry,IoT
Turn off the hallway sconces,IoT
Increase the brightness of the bedroom lights to 75%,IoT
Set the kitchen lights to mint,IoT
Change the dining room lights to navy,IoT
Dim the sunroom lights to 30%,IoT
Set the basement lights to ivory,IoT
Set the office lights to teal,IoT
Change the bathroom lights to dark blue,IoT
Turn on the kitchen ceiling light,IoT
Increase the brightness of the hallway lights to 60%,IoT
Turn on the bedroom chandelier,IoT
Set the sunroom lights to light pink,IoT
Change the basement lights to honey,IoT
Dim the dining room lights to 35%,IoT
Set the office lights to emerald green,IoT
Turn on the porch ceiling light,IoT
Change the kitchen lights to lemon yellow,IoT
Dim the nursery lights to 40%,IoT
Set the bedroom lights to lavender,IoT
Turn off the entryway nightlight,IoT
Increase the brightness of the basement lights to 65%,IoT
Set the dining room lights to dark blue,IoT
Change the office lights to raspberry,IoT
Dim the bathroom lights to 20%,IoT
Turn on the living room ceiling light,IoT
Set the porch lights to sky blue,IoT
Increase the brightness of the hallway lights to 75%,IoT
Change the sunroom lights to cream,IoT
Dim the basement lights to 45%,IoT
Set the office lights to mint,IoT
Change the bathroom lights to emerald green,IoT
Dim the kitchen lights to 35%,IoT
Set the entryway lights to light pink,IoT
Turn off the porch sconces,IoT
Increase the brightness of the sunroom lights to 90%,IoT
Change the office lights to navy,IoT
Dim the hallway lights to 20%,IoT
Turn off the dining room chandelier,IoT
Set the bathroom lights to lemon yellow,IoT
Change the bedroom lights to gold,IoT
Set the office lights to pale yellow,IoT
Change the sunroom lights to dark blue,IoT
Dim the basement lights to 50%,IoT
Set the nursery lights to sky blue,IoT
Set the kitchen lights to dark blue,IoT
Increase the brightness of the living room lights to 80%,IoT
Change the entryway lights to honey,IoT
Dim the hallway lights to 25%,IoT
Turn on the bedroom ceiling light,IoT
Set the bathroom lights to emerald green,IoT
Set the nursery lights to navy blue,IoT
Increase the brightness of the sunroom lights to 70%,IoT
Turn on the office ceiling light,IoT
Dim the living room lights to 60%,IoT
Turn on the patio sconces,IoT
Set the hallway lights to light pink,IoT
Change the nursery lights to dark green,IoT
Set the living room lights to sky blue,IoT
Turn off the porch chandelier,IoT
Set the bathroom lights to mint green,IoT
Turn on the office chandelier,IoT
Change the basement lights to lemon yellow,IoT
Turn on the entryway sconces,IoT
Set the kitchen lights to coral,IoT
Set the living room lights to ruby,IoT
Increase the brightness of the bedroom lights to 85%,IoT
Change the bathroom lights to light pink,IoT
Dim the nursery lights to 45%,IoT
Set the office lights to dark blue,IoT
Set the entryway lights to mint,IoT
Increase the brightness of the sunroom lights to 75%,IoT
Turn on the basement ceiling light,IoT
Change the kitchen lights to white,IoT
Dim the dining room lights to 55%,IoT
Turn on the bedroom nightlight,IoT
Set the living room lights to lavender,IoT
Increase the brightness of the office lights to 90%,IoT
Dim the hallway lights to 40%,IoT
Turn on the entryway chandelier,IoT
Set the sunroom lights to coral,IoT
Turn off the kitchen ceiling light,IoT
Set the dining room lights to dark green,IoT
Change the basement lights to lavender,IoT
Dim the office lights to 30%,IoT
Turn off the bedroom nightlight,IoT
Set the nursery lights to dark blue,IoT
Change the kitchen lights to coral,IoT
Set the dining room lights to ruby,IoT
Set the office lights to sky blue,IoT
Increase the brightness of the entryway lights to 70%,IoT
Change the bathroom lights to mint,IoT
Dim the hallway lights to 35%,IoT
Set the sunroom lights to dark green,IoT
Set the nursery lights to lavender,IoT
Increase the brightness of the living room lights to 85%,IoT
Change the office lights to lemon yellow,IoT
Dim the kitchen lights to 40%,IoT
Change the hallway lights to mint green,IoT
Dim the living room lights to 45%,IoT
Set the dining room lights to lavender,IoT
Turn off the office ceiling light,IoT
Set the kitchen lights to ruby,IoT
Increase the brightness of the entryway lights to 60%,IoT
Change the sunroom lights to coral,IoT
Set the bedroom lights to dark blue,IoT
Increase the brightness of the office lights to 85%,IoT
Change the dining room lights to mint green,IoT
Dim the sunroom lights to 35%,IoT
Set the kitchen lights to emerald green,IoT
Increase the brightness of the hallway lights to 90%,IoT
Change the living room lights to coral,IoT
Set the office lights to lemon yellow,IoT
Change the basement lights to dark blue,IoT
Dim the entryway lights to 25%,IoT
Set the hallway lights to emerald green,IoT
Increase the brightness of the nursery lights to 70%,IoT
Change the bedroom lights to lemon yellow,IoT
Dim the bathroom lights to 35%,IoT
Set the office lights to coral,IoT
Set the entryway lights to dark green,IoT
Change the basement lights to mint green,IoT
Dim the hallway lights to 50%,IoT
Set the dining room lights to lemon yellow,IoT
Set the bathroom lights to coral,IoT
Increase the brightness of the bedroom lights to 90%,IoT
Change the kitchen lights to dark green,IoT
Dim the living room lights to 30%,IoT
Set the porch lights to mint green,IoT
Increase the brightness of the nursery lights to 80%,IoT
Change the dining room lights to dark blue,IoT
Set the bathroom lights to dark green,IoT
Change the entryway lights to mint green,IoT
Dim the porch lights to 25%,IoT
Turn off the living room ceiling light,IoT
Set the kitchen lights to lemon yellow,IoT
Increase the brightness of the office lights to 70%,IoT
Change the bathroom lights to lavender,IoT
Dim the hallway lights to 30%,IoT
Set the porch lights to dark blue,IoT
Set the bedroom lights to emerald green,IoT
Increase the brightness of the entryway lights to 85%,IoT
Change the living room lights to mint green,IoT
Dim the office lights to 20%,IoT
Set the nursery lights to dark green,IoT
Increase the brightness of the bathroom lights to 75%,IoT
Change the dining room lights to lemon yellow,IoT
Set the sunroom lights to dark blue,IoT
Set the hallway lights to mint green,IoT
Change the office lights to emerald green,IoT
Set the porch lights to lemon yellow,IoT
Increase the brightness of the entryway lights to 90%,IoT
Change the living room lights to dark green,IoT
Set the hallway lights to lavender,IoT
Change the nursery lights to lemon yellow,IoT
Set the kitchen lights to dark green,IoT
Set the living room lights to mint green,IoT
Change the hallway lights to emerald green,IoT
Dim the bedroom lights to 25%,IoT
Set the nursery lights to coral,IoT
Change the dining room lights to dark green,IoT
Dim the basement lights to 35%,IoT
Set the bedroom lights to lemon yellow,IoT
Increase the brightness of the nursery lights to 65%,IoT
Change the porch lights to coral,IoT
Dim the entryway lights to 40%,IoT
Set the basement lights to mint green,IoT
Increase the brightness of the bathroom lights to 70%,IoT
Change the bedroom lights to dark blue,IoT
Set the sunroom lights to lemon yellow,IoT
Increase the brightness of the nursery lights to 75%,IoT
Set the basement lights to dark green,IoT
Change the hallway lights to lemon yellow,IoT
Dim the bedroom lights to 35%,IoT
Set the office lights to mint green,IoT
Change the basement lights to coral,IoT
Change the porch lights to dark green,IoT
Dim the entryway lights to 30%,IoT
Set the nursery lights to mint green,IoT
Increase the brightness of the basement lights to 75%,IoT
Turn off the office chandelier,IoT
Increase the brightness of the entryway lights to 65%,IoT
Set the dining room lights to coral,IoT
Increase the brightness of the kitchen lights to 70%,IoT
Turn off the sunroom chandelier,IoT
Increase the brightness of the basement lights to 90%,IoT
Change the nursery lights to mint green,IoT
Dim the bathroom lights to 40%,IoT
Set the entryway lights to coral,IoT
Increase the brightness of the office lights to 75%,IoT
Change the basement lights to emerald green,IoT
Dim the porch lights to 20%,IoT
Set the entryway lights to lemon yellow,IoT
Increase the brightness of the basement lights to 85%,IoT
Dim the hallway lights to 45%,IoT
Set the nursery lights to emerald green,IoT
Change the entryway lights to dark green,IoT
Set the basement lights to lemon yellow,IoT
Change the nursery lights to coral,IoT
Dim the bedroom lights to 20%,IoT
Change the dining room lights to emerald green,IoT
Set the hallway lights to coral,IoT
Set the kitchen lights to mint green,IoT
Dim the sunroom lights to 25%,IoT
Increase the brightness of the bathroom lights to 85%,IoT
Set the living room lights to emerald green,IoT
Set the porch lights to coral,IoT
Set the hallway lights to dark green,IoT
Dim the entryway lights to 20%,IoT
Change the hallway lights to dark green,IoT
Set the porch lights to emerald green,IoT
Set the hallway lights to lemon yellow,IoT
Turn on the bathroom lights to 100% brightness,IoT
Set the living room lights to sunset mode,IoT
Dim the kitchen lights to 20%,IoT
Change the bedroom lights to a soft pink,IoT
Set the dining room chandelier to 50% brightness,IoT
Increase the brightness of the nursery lights to 60%,IoT
Turn on the porch lights to 80% brightness,IoT
Set the hallway lights to daylight white,IoT
Dim the sunroom lights to 10%,IoT
Change the color of the bathroom lights to blue,IoT
Set the living room lights to warm white,IoT
Turn on the bedroom reading lamp,IoT
Set the office lights to a cool white,IoT
Dim the dining room lights to 40%,IoT
Change the nursery lights to light green,IoT
Set the hallway lights to 50% brightness,IoT
Turn on the garage workbench light,IoT
Change the bathroom lights to purple,IoT
Set the living room lights to a soft yellow,IoT
Dim the kitchen lights to 30%,IoT
Increase the brightness of the bedroom lights to 80%,IoT
Turn on the office desk lamp,IoT
Set the dining room lights to a warm orange,IoT
Change the nursery lights to a calming blue,IoT
Turn off the porch floodlights,IoT
Set the hallway lights to 75% brightness,IoT
Dim the sunroom lights to 5%,IoT
Increase the brightness of the garage lights to 100%,IoT
Change the bathroom lights to red,IoT
Set the living room lights to a cozy amber,IoT
Turn on the kitchen island lights,IoT
Set the bedroom lights to a serene lavender,IoT
Dim the office lights to 15%,IoT
Increase the brightness of the dining room lights to 85%,IoT
Set the porch lights to green,IoT
Change the hallway lights to teal,IoT
Increase the brightness of the garage lights to 60%,IoT
Set the bathroom lights to a pale blue,IoT
Change the living room lights to magenta,IoT
Dim the kitchen lights to 25%,IoT
Turn on the bedroom nightstand lamp,IoT
Set the office lights to an off-white,IoT
Increase the brightness of the dining room chandelier to 90%,IoT
Turn off the porch spotlights,IoT
Change the nursery lights to yellow,IoT
Set the hallway lights to 65% brightness,IoT
Increase the brightness of the garage ceiling lights to 75%,IoT
Set the living room lights to a cool blue,IoT
Change the kitchen lights to bright white,IoT
Dim the bedroom lights to 45%,IoT
Turn on the office floor lamp,IoT
Set the dining room lights to a deep red,IoT
Increase the brightness of the nursery lights to 95%,IoT
Change the porch lights to orange,IoT
Set the hallway lights to a subtle pink,IoT
Increase the brightness of the garage work lights to 85%,IoT
Set the bathroom lights to a warm coral,IoT
Change the living room lights to cyan,IoT
Dim the kitchen lights to 60%,IoT
Set the office lights to a neutral white,IoT
Increase the brightness of the dining room pendant lights to 100%,IoT
Turn off the porch pendant lights,IoT
Change the nursery lights to a soft purple,IoT
Set the hallway lights to 35% brightness,IoT
Dim the sunroom lights to 50%,IoT
Increase the brightness of the garage task lights to 65%,IoT
Turn on the bathroom overhead light,IoT
Set the living room lights to a mellow yellow,IoT
Change the kitchen lights to green,IoT
Dim the bedroom lights to 15%,IoT
Turn on the office table lamp,IoT
Set the dining room lights to a soft teal,IoT
Increase the brightness of the nursery ceiling light to 85%,IoT
Turn off the porch lanterns,IoT
Change the hallway lights to amber,IoT
Set the sunroom lights to a soothing blue,IoT
Increase the brightness of the garage entry lights to 100%,IoT
Turn on the bathroom sconce lights,IoT
Set the living room lights to a subtle green,IoT
Change the kitchen lights to orange,IoT
Dim the bedroom lights to 55%,IoT
Turn on the office track lighting,IoT
Set the dining room lights to a bright white,IoT
Increase the brightness of the nursery lamps to 75%,IoT
Turn off the porch fairy lights,IoT
Change the hallway lights to rose,IoT
Set the sunroom lights to a warm peach,IoT
Increase the brightness of the garage workbench light to 50%,IoT
Turn on the bathroom vanity lights,IoT
Set the living room lights to a calm teal,IoT
Change the kitchen lights to purple,IoT
Set the dining room lights to a pastel pink,IoT
Increase the brightness of the nursery nightlight to 100%,IoT
Turn off the porch pathway lights,IoT
Change the hallway lights to emerald,IoT
Set the sunroom lights to a soft lavender,IoT
Increase the brightness of the garage lights to 80%,IoT
Turn on the bathroom fan light,IoT
Set the living room lights to a vibrant orange,IoT
Change the kitchen lights to ruby red,IoT
Set the dining room lights to a cool cyan,IoT
Increase the brightness of the nursery lights to 90%,IoT
Change the hallway lights to sapphire,IoT
Set the sunroom lights to a deep blue,IoT
Increase the brightness of the garage floodlights to 95%,IoT
Turn on the bathroom cabinet lights,IoT
Set the living room lights to a gentle amber,IoT
Change the kitchen lights to turquoise,IoT
Turn on the office ceiling fan light,IoT
Set the dining room lights to a warm red,IoT
Increase the brightness of the nursery reading light to 85%,IoT
Change the hallway lights to mint,IoT
Set the sunroom lights to a crisp white,IoT
Increase the brightness of the garage task lights to 70%,IoT
Set the living room lights to a warm gold,IoT
Change the kitchen lights to magenta,IoT
Turn on the office wall lights,IoT
Set the dining room lights to a deep purple,IoT
Increase the brightness of the nursery lamps to 60%,IoT
Change the hallway lights to aquamarine,IoT
Set the sunroom lights to a pastel yellow,IoT
Increase the brightness of the garage ceiling light to 55%,IoT
What is the definition of ubiquitous?,Lexicon
Can you give me a synonym for quick?,Lexicon
What does serendipity mean?,Lexicon
What is an antonym of happy?,Lexicon
Define paradigm for me,Lexicon
What is a synonym for beautiful?,Lexicon
Give me an antonym for sad,Lexicon
What is the definition of esoteric?,Lexicon
Can you provide a synonym for fast?,Lexicon
What does ineffable mean?,Lexicon
What is an antonym of difficult?,Lexicon
Define ephemeral for me,Lexicon
What is a synonym for strong?,Lexicon
What does nebulous mean?,Lexicon
Give me an antonym for weak,Lexicon
What is the definition of ameliorate?,Lexicon
Can you give me a synonym for intelligent?,Lexicon
What does enigma mean?,Lexicon
What is an antonym of bright?,Lexicon
Define pulchritudinous for me,Lexicon
What is a synonym for tiny?,Lexicon
What does labyrinthine mean?,Lexicon
Give me an antonym for large,Lexicon
What is the definition of zenith?,Lexicon
Can you provide a synonym for calm?,Lexicon
What does cacophony mean?,Lexicon
What is an antonym of quiet?,Lexicon
Define lugubrious for me,Lexicon
What is a synonym for lively?,Lexicon
What does serene mean?,Lexicon
Give me an antonym for noisy,Lexicon
What is the definition of brevity?,Lexicon
Can you give me a synonym for angry?,Lexicon
What does superfluous mean?,Lexicon
What is an antonym of necessary?,Lexicon
Define verisimilitude for me,Lexicon
What is a synonym for happy?,Lexicon
Give me an antonym for rough,Lexicon
What is the definition of antediluvian?,Lexicon
Can you provide a synonym for easy?,Lexicon
What does quixotic mean?,Lexicon
What is an antonym of sensible?,Lexicon
Define sagacious for me,Lexicon
What is a synonym for smart?,Lexicon
What does lachrymose mean?,Lexicon
Give me an antonym for happy,Lexicon
What is the definition of petrichor?,Lexicon
Can you give me a synonym for kind?,Lexicon
What is an antonym of permanent?,Lexicon
Define munificent for me,Lexicon
What is a synonym for generous?,Lexicon
What does quandary mean?,Lexicon
Give me an antonym for certain,Lexicon
What is the definition of ethereal?,Lexicon
Can you provide a synonym for delicate?,Lexicon
What does soporific mean?,Lexicon
What is an antonym of exciting?,Lexicon
Define tenacity for me,Lexicon
What is a synonym for persistent?,Lexicon
What does myriad mean?,Lexicon
Give me an antonym for few,Lexicon
What is the definition of juxtapose?,Lexicon
Can you give me a synonym for contrast?,Lexicon
What does nefarious mean?,Lexicon
What is an antonym of good?,Lexicon
Define euphoria for me,Lexicon
What is a synonym for joy?,Lexicon
What does magnanimous mean?,Lexicon
Give me an antonym for mean,Lexicon
What is the definition of aberration?,Lexicon
Can you provide a synonym for deviation?,Lexicon
What does panacea mean?,Lexicon
What is an antonym of problem?,Lexicon
Define halcyon for me,Lexicon
What is a synonym for peaceful?,Lexicon
What does bellicose mean?,Lexicon
Give me an antonym for peaceful,Lexicon
What is the definition of cogent?,Lexicon
Can you give me a synonym for persuasive?,Lexicon
What does egregious mean?,Lexicon
What is an antonym of minor?,Lexicon
Define sagacity for me,Lexicon
What is a synonym for wisdom?,Lexicon
What does rancor mean?,Lexicon
Give me an antonym for friendliness,Lexicon
What is the definition of voracious?,Lexicon
Can you provide a synonym for hungry?,Lexicon
What is an antonym of stable?,Lexicon
Define adulation for me,Lexicon
What is a synonym for praise?,Lexicon
What does insipid mean?,Lexicon
Give me an antonym for flavorful,Lexicon
What is the definition of garrulous?,Lexicon
Can you give me a synonym for talkative?,Lexicon
What does parsimonious mean?,Lexicon
What is an antonym of generous?,Lexicon
Define phlegmatic for me,Lexicon
What is a synonym for calm?,Lexicon
What does vociferous mean?,Lexicon
Give me an antonym for quiet,Lexicon
Can you provide a synonym for everywhere?,Lexicon
What is an antonym of clarify?,Lexicon
Define sanctimonious for me,Lexicon
What is a synonym for self-righteous?,Lexicon
What does vindicate mean?,Lexicon
Give me an antonym for accuse,Lexicon
What is the definition of laconic?,Lexicon
Can you give me a synonym for concise?,Lexicon
What does prodigious mean?,Lexicon
What is an antonym of small?,Lexicon
Define trepidation for me,Lexicon
What is a synonym for fear?,Lexicon
What is the definition of facetious?,Lexicon
Can you provide a synonym for sarcastic?,Lexicon
What does recapitulate mean?,Lexicon
What is an antonym of summarize?,Lexicon
Define perfunctory for me,Lexicon
What is a synonym for routine?,Lexicon
What does anachronistic mean?,Lexicon
Give me an antonym for timely,Lexicon
What is the definition of penultimate?,Lexicon
Can you give me a synonym for second to last?,Lexicon
What does evanescent mean?,Lexicon
Define loquacious for me,Lexicon
What is a synonym for chatty?,Lexicon
What does altruistic mean?,Lexicon
Give me an antonym for selfish,Lexicon
What is the definition of quintessential?,Lexicon
Can you provide a synonym for typical?,Lexicon
What does pugnacious mean?,Lexicon
What is an antonym of peaceful?,Lexicon
Define apocryphal for me,Lexicon
What is a synonym for doubtful?,Lexicon
What does innocuous mean?,Lexicon
Give me an antonym for harmful,Lexicon
What is the definition of proclivity?,Lexicon
Can you give me a synonym for tendency?,Lexicon
What does redolent mean?,Lexicon
What is an antonym of odorless?,Lexicon
Define susurrus for me,Lexicon
What is a synonym for whisper?,Lexicon
What does quiescent mean?,Lexicon
Give me an antonym for active,Lexicon
What is the definition of solipsism?,Lexicon
Can you provide a synonym for egocentrism?,Lexicon
What does conundrum mean?,Lexicon
What is an antonym of solution?,Lexicon
Define heterodox for me,Lexicon
What is a synonym for unorthodox?,Lexicon
What does sagacious mean?,Lexicon
Give me an antonym for foolish,Lexicon
What is the definition of perspicacious?,Lexicon
Can you give me a synonym for perceptive?,Lexicon
What does obsequious mean?,Lexicon
What is an antonym of assertive?,Lexicon
Define pellucid for me,Lexicon
What is a synonym for clear?,Lexicon
What does recalcitrant mean?,Lexicon
Give me an antonym for compliant,Lexicon
What is the definition of morose?,Lexicon
Can you provide a synonym for gloomy?,Lexicon
What does intransigent mean?,Lexicon
What is an antonym of flexible?,Lexicon
Define vociferous for me,Lexicon
What is a synonym for boisterous?,Lexicon
What does voracious mean?,Lexicon
Give me an antonym for apathetic,Lexicon
What is the definition of sagacious?,Lexicon
Can you give me a synonym for wise?,Lexicon
What is an antonym of harsh?,Lexicon
Define serendipity for me,Lexicon
What is a synonym for fortune?,Lexicon
What does tenebrous mean?,Lexicon
Give me an antonym for bright,Lexicon
What is the definition of trepidation?,Lexicon
Can you provide a synonym for fear?,Lexicon
What does resplendent mean?,Lexicon
What is an antonym of dull?,Lexicon
Define pernicious for me,Lexicon
What is a synonym for harmful?,Lexicon
What does ethereal mean?,Lexicon
Give me an antonym for earthly,Lexicon
Can you give me a synonym for ancient?,Lexicon
What does verisimilitude mean?,Lexicon
What is an antonym of falsehood?,Lexicon
Define enervate for me,Lexicon
What is a synonym for weaken?,Lexicon
Give me an antonym for cheerful,Lexicon
What is the definition of recalcitrant?,Lexicon
Can you provide a synonym for stubborn?,Lexicon
What is an antonym of honorable?,Lexicon
Define iconoclast for me,Lexicon
What is a synonym for rebel?,Lexicon
What is the definition of pulchritude?,Lexicon
Can you give me a synonym for beauty?,Lexicon
What is the definition of Abditive?,Lexicon
Can you give me a synonym for Abulia?,Lexicon
